PersonID,FriendPersonID
PERS00027,PERS01854
PERS00027,PERS03249
PERS00027,PERS03412
PERS00027,PERS01782
PERS00028,PERS02368
PERS00029,PERS02073
PERS00029,PERS01587
PERS00029,PERS00857
PERS00029,PERS01970
PERS00030,PERS01000
PERS00030,PERS02461
PERS00030,PERS02082
PERS00030,PERS01009
PERS00030,PERS03277
PERS00030,PERS03888
PERS00030,PERS01865
PERS00030,PERS04680
PERS00030,PERS03883
PERS00030,PERS03065
PERS00031,PERS02529
PERS00031,PERS02228
PERS00031,PERS02894
PERS00031,PERS01607
PERS00031,PERS02419
PERS00032,PERS02718
PERS00032,PERS02738
PERS00033,PERS01131
PERS00033,PERS02276
PERS00033,PERS04771
PERS00033,PERS03262
PERS00034,PERS04113
PERS00034,PERS02645
PERS00034,PERS03208
PERS00034,PERS04376
PERS00035,PERS03178
PERS00035,PERS02680
PERS00036,PERS03479
PERS00036,PERS02732
PERS00037,PERS02087
PERS00037,PERS00834
PERS00037,PERS04125
PERS00037,PERS04471
PERS00037,PERS04709
PERS00037,PERS01160
PERS00037,PERS00833
PERS00037,PERS03394
PERS00037,PERS02134
PERS00037,PERS00276
PERS00038,PERS04688
PERS00039,PERS03545
PERS00039,PERS03965
PERS00039,PERS00318
PERS00039,PERS00150
PERS00039,PERS04922
PERS00039,PERS03496
PERS00039,PERS04297
PERS00039,PERS04631
PERS00040,PERS00054
PERS00040,PERS03749
PERS00040,PERS04988
PERS00041,PERS01787
PERS00041,PERS03352
PERS00041,PERS02567
PERS00041,PERS01323
PERS00041,PERS04844
PERS00041,PERS03487
PERS00041,PERS03749
PERS00041,PERS03557
PERS00042,PERS00476
PERS00042,PERS03051
PERS00043,PERS01075
PERS00043,PERS02736
PERS00043,PERS03159
PERS00043,PERS03793
PERS00043,PERS00130
PERS00043,PERS02665
PERS00044,PERS00492
PERS00044,PERS01777
PERS00044,PERS02231
PERS00044,PERS02417
PERS00044,PERS01487
PERS00044,PERS04189
PERS00044,PERS04690
PERS00044,PERS00537
PERS00044,PERS00128
PERS00045,PERS00928
PERS00045,PERS04665
PERS00045,PERS04945
PERS00045,PERS02744
PERS00045,PERS01497
PERS00045,PERS01153
PERS00045,PERS01184
PERS00046,PERS00533
PERS00046,PERS04675
PERS00047,PERS02702
PERS00047,PERS03947
PERS00047,PERS01929
PERS00048,PERS04280
PERS00049,PERS02118
PERS00049,PERS01339
PERS00050,PERS03255
PERS00050,PERS03920
PERS00050,PERS00100
PERS00050,PERS02493
PERS00050,PERS03072
PERS00050,PERS01342
PERS00050,PERS03266
PERS00050,PERS02239
PERS00050,PERS00584
PERS00051,PERS02440
PERS00051,PERS03838
PERS00051,PERS01349
PERS00052,PERS01907
PERS00052,PERS03984
PERS00053,PERS03702
PERS00053,PERS02303
PERS00054,PERS03549
PERS00054,PERS01673
PERS00054,PERS01750
PERS00054,PERS04750
PERS00054,PERS02181
PERS00054,PERS01026
PERS00055,PERS03981
PERS00055,PERS00514
PERS00055,PERS01806
PERS00055,PERS04722
PERS00056,PERS02535
PERS00056,PERS01746
PERS00056,PERS02465
PERS00056,PERS00187
PERS00056,PERS00557
PERS00056,PERS04287
PERS00056,PERS00995
PERS00056,PERS00824
PERS00056,PERS02809
PERS00056,PERS04965
PERS00057,PERS03057
PERS00057,PERS02334
PERS00057,PERS01273
PERS00058,PERS02642
PERS00058,PERS02279
PERS00059,PERS04713
PERS00060,PERS04485
PERS00060,PERS00887
PERS00060,PERS03238
PERS00060,PERS04480
PERS00060,PERS01974
PERS00060,PERS01284
PERS00060,PERS04392
PERS00060,PERS03446
PERS00060,PERS02922
PERS00060,PERS00521
PERS00061,PERS01559
PERS00061,PERS03729
PERS00061,PERS04227
PERS00061,PERS03400
PERS00061,PERS00208
PERS00061,PERS01439
PERS00061,PERS02503
PERS00061,PERS00562
PERS00062,PERS01358
PERS00062,PERS00037
PERS00062,PERS01449
PERS00062,PERS01239
PERS00062,PERS04682
PERS00062,PERS01127
PERS00062,PERS02597
PERS00062,PERS03980
PERS00063,PERS01423
PERS00063,PERS01790
PERS00063,PERS00799
PERS00063,PERS00154
PERS00064,PERS03475
PERS00064,PERS03134
PERS00064,PERS00528
PERS00065,PERS04648
PERS00065,PERS00552
PERS00065,PERS01867
PERS00065,PERS04982
PERS00066,PERS00250
PERS00066,PERS04107
PERS00066,PERS01447
PERS00066,PERS00360
PERS00067,PERS03127
PERS00067,PERS00356
PERS00067,PERS03956
PERS00067,PERS01517
PERS00067,PERS03521
PERS00067,PERS04745
PERS00067,PERS02862
PERS00067,PERS02259
PERS00068,PERS01140
PERS00068,PERS01187
PERS00068,PERS00830
PERS00068,PERS00386
PERS00068,PERS00230
PERS00068,PERS03754
PERS00068,PERS00033
PERS00068,PERS03039
PERS00068,PERS03140
PERS00068,PERS02168
PERS00069,PERS03626
PERS00069,PERS02555
PERS00069,PERS02979
PERS00069,PERS01317
PERS00069,PERS04192
PERS00069,PERS04213
PERS00069,PERS03982
PERS00069,PERS04014
PERS00070,PERS01639
PERS00070,PERS00532
PERS00070,PERS04047
PERS00070,PERS00523
PERS00070,PERS02738
PERS00070,PERS00549
PERS00070,PERS00432
PERS00070,PERS01632
PERS00071,PERS02462
PERS00071,PERS02469
PERS00071,PERS04495
PERS00071,PERS04624
PERS00071,PERS03626
PERS00071,PERS01596
PERS00072,PERS01790
PERS00072,PERS04115
PERS00072,PERS03682
PERS00073,PERS03262
PERS00073,PERS02164
PERS00073,PERS03598
PERS00074,PERS01279
PERS00074,PERS01910
PERS00074,PERS04055
PERS00075,PERS04947
PERS00075,PERS02371
PERS00075,PERS02774
PERS00075,PERS03889
PERS00075,PERS01111
PERS00075,PERS00728
PERS00075,PERS00637
PERS00075,PERS03797
PERS00075,PERS01717
PERS00075,PERS01741
PERS00076,PERS04613
PERS00076,PERS01923
PERS00076,PERS02899
PERS00076,PERS04726
PERS00076,PERS02366
PERS00076,PERS02977
PERS00076,PERS03224
PERS00076,PERS03794
PERS00076,PERS01608
PERS00077,PERS01160
PERS00077,PERS04978
PERS00077,PERS02239
PERS00077,PERS00519
PERS00077,PERS01092
PERS00077,PERS03270
PERS00077,PERS03856
PERS00077,PERS04932
PERS00077,PERS00168
PERS00077,PERS03590
PERS00078,PERS03729
PERS00079,PERS01161
PERS00079,PERS00566
PERS00080,PERS04078
PERS00080,PERS04679
PERS00080,PERS03770
PERS00080,PERS04611
PERS00080,PERS02125
PERS00081,PERS04698
PERS00081,PERS01191
PERS00081,PERS02435
PERS00082,PERS03127
PERS00082,PERS03835
PERS00083,PERS04820
PERS00083,PERS00074
PERS00083,PERS04054
PERS00083,PERS03197
PERS00083,PERS04448
PERS00083,PERS01226
PERS00084,PERS00604
PERS00084,PERS04759
PERS00084,PERS02701
PERS00085,PERS02959
PERS00086,PERS03321
PERS00086,PERS03566
PERS00086,PERS00660
PERS00086,PERS00524
PERS00086,PERS01869
PERS00086,PERS03214
PERS00086,PERS03242
PERS00086,PERS03196
PERS00086,PERS02340
PERS00086,PERS04862
PERS00087,PERS00103
PERS00087,PERS04046
PERS00088,PERS03005
PERS00089,PERS02022
PERS00089,PERS02622
PERS00089,PERS03226
PERS00089,PERS02447
PERS00089,PERS00297
PERS00089,PERS00871
PERS00090,PERS02613
PERS00090,PERS02252
PERS00091,PERS00927
PERS00092,PERS02872
PERS00092,PERS01365
PERS00092,PERS00509
PERS00093,PERS00445
PERS00093,PERS01140
PERS00093,PERS02763
PERS00094,PERS04094
PERS00094,PERS03535
PERS00094,PERS03288
PERS00094,PERS03362
PERS00094,PERS04740
PERS00094,PERS04352
PERS00094,PERS02512
PERS00094,PERS02844
PERS00095,PERS01736
PERS00095,PERS04699
PERS00095,PERS00924
PERS00095,PERS04111
PERS00096,PERS04111
PERS00096,PERS04071
PERS00096,PERS00950
PERS00096,PERS03882
PERS00096,PERS01684
PERS00096,PERS04819
PERS00096,PERS00090
PERS00096,PERS03041
PERS00097,PERS04006
PERS00097,PERS03131
PERS00097,PERS00645
PERS00097,PERS01415
PERS00097,PERS04434
PERS00097,PERS04841
PERS00097,PERS01338
PERS00097,PERS03975
PERS00097,PERS04661
PERS00097,PERS04468
PERS00098,PERS00140
PERS00098,PERS02422
PERS00098,PERS02767
PERS00099,PERS00723
PERS00099,PERS00649
PERS00099,PERS03399
PERS00099,PERS00905
PERS00099,PERS00641
PERS00099,PERS01782
PERS00099,PERS03095
PERS00099,PERS00996
PERS00100,PERS04050
PERS00100,PERS01790
PERS00100,PERS04628
PERS00100,PERS02574
PERS00100,PERS00234
PERS00100,PERS00238
PERS00100,PERS04312
PERS00100,PERS03431
PERS00100,PERS02790
PERS00100,PERS02807
PERS00101,PERS01641
PERS00101,PERS04314
PERS00101,PERS00070
PERS00102,PERS01662
PERS00102,PERS04667
PERS00102,PERS03004
PERS00102,PERS03454
PERS00102,PERS00232
PERS00103,PERS03701
PERS00103,PERS02455
PERS00103,PERS01313
PERS00103,PERS04359
PERS00104,PERS00133
PERS00104,PERS03549
PERS00104,PERS01300
PERS00104,PERS01460
PERS00104,PERS00184
PERS00104,PERS00137
PERS00104,PERS01961
PERS00104,PERS04846
PERS00105,PERS03395
PERS00105,PERS00122
PERS00105,PERS00731
PERS00105,PERS01379
PERS00105,PERS04731
PERS00105,PERS01303
PERS00105,PERS02009
PERS00106,PERS00800
PERS00107,PERS02064
PERS00108,PERS03736
PERS00108,PERS02230
PERS00108,PERS02300
PERS00108,PERS02890
PERS00108,PERS03138
PERS00109,PERS04505
PERS00109,PERS03687
PERS00109,PERS00072
PERS00110,PERS03192
PERS00110,PERS02794
PERS00110,PERS04046
PERS00110,PERS02446
PERS00110,PERS00027
PERS00111,PERS00288
PERS00111,PERS04104
PERS00111,PERS00028
PERS00111,PERS02011
PERS00112,PERS03105
PERS00112,PERS01746
PERS00112,PERS03571
PERS00112,PERS03534
PERS00112,PERS04566
PERS00112,PERS03270
PERS00112,PERS04971
PERS00113,PERS01166
PERS00113,PERS01971
PERS00114,PERS00913
PERS00114,PERS03657
PERS00114,PERS04995
PERS00114,PERS04633
PERS00114,PERS00117
PERS00114,PERS03811
PERS00114,PERS02108
PERS00114,PERS03868
PERS00114,PERS00711
PERS00115,PERS00965
PERS00115,PERS04981
PERS00115,PERS01794
PERS00115,PERS04893
PERS00115,PERS03360
PERS00115,PERS00410
PERS00115,PERS03232
PERS00115,PERS00219
PERS00115,PERS04345
PERS00116,PERS01301
PERS00117,PERS01960
PERS00117,PERS04662
PERS00117,PERS02261
PERS00117,PERS04316
PERS00117,PERS04963
PERS00117,PERS00784
PERS00118,PERS02400
PERS00118,PERS01128
PERS00118,PERS03009
PERS00118,PERS04697
PERS00118,PERS01496
PERS00118,PERS03044
PERS00118,PERS01013
PERS00118,PERS04840
PERS00118,PERS01505
PERS00118,PERS03680
PERS00119,PERS02703
PERS00119,PERS04317
PERS00120,PERS03948
PERS00120,PERS00900
PERS00120,PERS04125
PERS00120,PERS04880
PERS00120,PERS02151
PERS00120,PERS01524
PERS00120,PERS03010
PERS00120,PERS04322
PERS00120,PERS02567
PERS00120,PERS04977
PERS00121,PERS04518
PERS00121,PERS02762
PERS00121,PERS01317
PERS00121,PERS01849
PERS00121,PERS01874
PERS00121,PERS00056
PERS00121,PERS00593
PERS00122,PERS02917
PERS00122,PERS04286
PERS00122,PERS01691
PERS00122,PERS04305
PERS00122,PERS03993
PERS00123,PERS00928
PERS00123,PERS00297
PERS00124,PERS02044
PERS00124,PERS01069
PERS00124,PERS04786
PERS00124,PERS01744
PERS00125,PERS02320
PERS00125,PERS02648
PERS00125,PERS01647
PERS00125,PERS03836
PERS00125,PERS01514
PERS00125,PERS04603
PERS00126,PERS02340
PERS00126,PERS01842
PERS00127,PERS03099
PERS00127,PERS04815
PERS00127,PERS03844
PERS00127,PERS01283
PERS00127,PERS03640
PERS00127,PERS01778
PERS00127,PERS00208
PERS00127,PERS00499
PERS00127,PERS03553
PERS00127,PERS04305
PERS00128,PERS00932
PERS00128,PERS04205
PERS00128,PERS01657
PERS00128,PERS02285
PERS00128,PERS03435
PERS00128,PERS04078
PERS00128,PERS04293
PERS00128,PERS03016
PERS00129,PERS01029
PERS00129,PERS00031
PERS00129,PERS02347
PERS00129,PERS03354
PERS00129,PERS03426
PERS00129,PERS02132
PERS00129,PERS01151
PERS00130,PERS04893
PERS00130,PERS04026
PERS00130,PERS03071
PERS00130,PERS03497
PERS00130,PERS01483
PERS00130,PERS00361
PERS00130,PERS04072
PERS00130,PERS04207
PERS00130,PERS01545
PERS00130,PERS01421
PERS00131,PERS01162
PERS00131,PERS04761
PERS00131,PERS04577
PERS00131,PERS01561
PERS00132,PERS00809
PERS00132,PERS01653
PERS00133,PERS01333
PERS00133,PERS04816
PERS00133,PERS03734
PERS00133,PERS01132
PERS00133,PERS03569
PERS00133,PERS01204
PERS00133,PERS00357
PERS00133,PERS01477
PERS00133,PERS00170
PERS00133,PERS03038
PERS00134,PERS01918
PERS00134,PERS03962
PERS00134,PERS00891
PERS00134,PERS00199
PERS00134,PERS02777
PERS00134,PERS02230
PERS00134,PERS03622
PERS00134,PERS00706
PERS00134,PERS00389
PERS00134,PERS00242
PERS00135,PERS00799
PERS00135,PERS00490
PERS00135,PERS01635
PERS00135,PERS00539
PERS00135,PERS02450
PERS00135,PERS03993
PERS00135,PERS01600
PERS00135,PERS03780
PERS00136,PERS04810
PERS00136,PERS01400
PERS00137,PERS04053
PERS00137,PERS03388
PERS00137,PERS01667
PERS00137,PERS00998
PERS00137,PERS04672
PERS00137,PERS01263
PERS00137,PERS04620
PERS00138,PERS03644
PERS00138,PERS03849
PERS00138,PERS00912
PERS00139,PERS01314
PERS00139,PERS04147
PERS00139,PERS04694
PERS00140,PERS00338
PERS00140,PERS01886
PERS00140,PERS02641
PERS00140,PERS02435
PERS00140,PERS00229
PERS00140,PERS04588
PERS00140,PERS04164
PERS00141,PERS01383
PERS00141,PERS01645
PERS00141,PERS02152
PERS00141,PERS00569
PERS00141,PERS03503
PERS00141,PERS00952
PERS00142,PERS00229
PERS00142,PERS00502
PERS00142,PERS04588
PERS00142,PERS02149
PERS00142,PERS00447
PERS00142,PERS03360
PERS00142,PERS00752
PERS00143,PERS00511
PERS00143,PERS01314
PERS00143,PERS04282
PERS00144,PERS01849
PERS00144,PERS01423
PERS00144,PERS03471
PERS00144,PERS00814
PERS00144,PERS03738
PERS00144,PERS02029
PERS00144,PERS04733
PERS00144,PERS01848
PERS00144,PERS03291
PERS00145,PERS03773
PERS00146,PERS04176
PERS00146,PERS01063
PERS00146,PERS02448
PERS00146,PERS04166
PERS00146,PERS04148
PERS00146,PERS02057
PERS00147,PERS04504
PERS00147,PERS03159
PERS00148,PERS01003
PERS00149,PERS01983
PERS00149,PERS04777
PERS00149,PERS01125
PERS00149,PERS00599
PERS00149,PERS04322
PERS00150,PERS00727
PERS00151,PERS04557
PERS00151,PERS04565
PERS00151,PERS00685
PERS00151,PERS00103
PERS00152,PERS02878
PERS00153,PERS02603
PERS00153,PERS04754
PERS00153,PERS01376
PERS00153,PERS01380
PERS00154,PERS01215
PERS00154,PERS03955
PERS00154,PERS04935
PERS00154,PERS01685
PERS00154,PERS02420
PERS00154,PERS00576
PERS00154,PERS02818
PERS00154,PERS01124
PERS00154,PERS00363
PERS00154,PERS03474
PERS00155,PERS00528
PERS00156,PERS00318
PERS00156,PERS04730
PERS00157,PERS02724
PERS00157,PERS02610
PERS00157,PERS04759
PERS00157,PERS02607
PERS00157,PERS01924
PERS00157,PERS00329
PERS00158,PERS01728
PERS00158,PERS01665
PERS00159,PERS02137
PERS00159,PERS04476
PERS00159,PERS03507
PERS00159,PERS01832
PERS00159,PERS01452
PERS00159,PERS01702
PERS00159,PERS04030
PERS00160,PERS02999
PERS00161,PERS04984
PERS00161,PERS01675
PERS00161,PERS02271
PERS00162,PERS04991
PERS00162,PERS03241
PERS00162,PERS01810
PERS00162,PERS01554
PERS00162,PERS00360
PERS00162,PERS03795
PERS00162,PERS04108
PERS00162,PERS01396
PERS00162,PERS04466
PERS00163,PERS04354
PERS00164,PERS04614
PERS00164,PERS04921
PERS00164,PERS02398
PERS00164,PERS03547
PERS00164,PERS03208
PERS00165,PERS01626
PERS00165,PERS01252
PERS00165,PERS03232
PERS00165,PERS00256
PERS00165,PERS00101
PERS00165,PERS04820
PERS00166,PERS01985
PERS00166,PERS03139
PERS00166,PERS03127
PERS00166,PERS04257
PERS00166,PERS02672
PERS00166,PERS02901
PERS00166,PERS02308
PERS00166,PERS03545
PERS00166,PERS01275
PERS00166,PERS02289
PERS00167,PERS04240
PERS00167,PERS03553
PERS00167,PERS00266
PERS00167,PERS04238
PERS00167,PERS02407
PERS00167,PERS04746
PERS00167,PERS01247
PERS00167,PERS01324
PERS00167,PERS02123
PERS00168,PERS01036
PERS00168,PERS01470
PERS00168,PERS01909
PERS00168,PERS04286
PERS00168,PERS04039
PERS00168,PERS00082
PERS00168,PERS04089
PERS00168,PERS02756
PERS00169,PERS02377
PERS00169,PERS00162
PERS00170,PERS00849
PERS00170,PERS04272
PERS00170,PERS03716
PERS00170,PERS04372
PERS00171,PERS03764
PERS00171,PERS00843
PERS00172,PERS00925
PERS00172,PERS01840
PERS00172,PERS04674
PERS00172,PERS01998
PERS00173,PERS02815
PERS00173,PERS04029
PERS00173,PERS02455
PERS00173,PERS03491
PERS00173,PERS03575
PERS00173,PERS04967
PERS00173,PERS03428
PERS00173,PERS00674
PERS00174,PERS00553
PERS00174,PERS01338
PERS00174,PERS03067
PERS00174,PERS00800
PERS00174,PERS02066
PERS00174,PERS04809
PERS00174,PERS00592
PERS00174,PERS04080
PERS00175,PERS01483
PERS00175,PERS00008
PERS00175,PERS03191
PERS00176,PERS00311
PERS00176,PERS00001
PERS00176,PERS04024
PERS00176,PERS02137
PERS00176,PERS03506
PERS00176,PERS01269
PERS00176,PERS01886
PERS00177,PERS00447
PERS00178,PERS04759
PERS00178,PERS04182
PERS00178,PERS00645
PERS00178,PERS04371
PERS00178,PERS03815
PERS00178,PERS00006
PERS00178,PERS04317
PERS00178,PERS01992
PERS00178,PERS03134
PERS00178,PERS01108
PERS00179,PERS02980
PERS00179,PERS02214
PERS00179,PERS01459
PERS00179,PERS03993
PERS00179,PERS04695
PERS00179,PERS04912
PERS00179,PERS02805
PERS00179,PERS01269
PERS00179,PERS03809
PERS00179,PERS02564
PERS00180,PERS01028
PERS00180,PERS02603
PERS00180,PERS04333
PERS00180,PERS02782
PERS00180,PERS00956
PERS00180,PERS04931
PERS00180,PERS00769
PERS00180,PERS04721
PERS00181,PERS04120
PERS00181,PERS03895
PERS00181,PERS01944
PERS00181,PERS01945
PERS00181,PERS01273
PERS00181,PERS04829
PERS00181,PERS04169
PERS00181,PERS01803
PERS00181,PERS01642
PERS00181,PERS04148
PERS00182,PERS00432
PERS00182,PERS04120
PERS00182,PERS04396
PERS00182,PERS04246
PERS00182,PERS01137
PERS00182,PERS04073
PERS00182,PERS04597
PERS00182,PERS04831
PERS00182,PERS03641
PERS00182,PERS04426
PERS00183,PERS02021
PERS00183,PERS00377
PERS00183,PERS01899
PERS00183,PERS04006
PERS00183,PERS02392
PERS00183,PERS04883
PERS00183,PERS04831
PERS00183,PERS04713
PERS00183,PERS04541
PERS00184,PERS01599
PERS00184,PERS03073
PERS00184,PERS03467
PERS00184,PERS01922
PERS00184,PERS01798
PERS00184,PERS04357
PERS00185,PERS02713
PERS00185,PERS02641
PERS00185,PERS01096
PERS00185,PERS00122
PERS00185,PERS03602
PERS00186,PERS03338
PERS00186,PERS00950
PERS00186,PERS02994
PERS00186,PERS01399
PERS00186,PERS04176
PERS00186,PERS04533
PERS00187,PERS00334
PERS00187,PERS02005
PERS00187,PERS04618
PERS00187,PERS01130
PERS00187,PERS01416
PERS00187,PERS04915
PERS00188,PERS02875
PERS00188,PERS01023
PERS00189,PERS04386
PERS00190,PERS03931
PERS00190,PERS00645
PERS00190,PERS04982
PERS00190,PERS04964
PERS00191,PERS02274
PERS00191,PERS00462
PERS00191,PERS00142
PERS00191,PERS01454
PERS00191,PERS01501
PERS00191,PERS02295
PERS00192,PERS00413
PERS00192,PERS00011
PERS00193,PERS01543
PERS00193,PERS04799
PERS00193,PERS03407
PERS00193,PERS04348
PERS00193,PERS02210
PERS00193,PERS02368
PERS00193,PERS02067
PERS00194,PERS03686
PERS00194,PERS04307
PERS00194,PERS02734
PERS00194,PERS04152
PERS00194,PERS00925
PERS00194,PERS03969
PERS00194,PERS02009
PERS00194,PERS04659
PERS00194,PERS02029
PERS00194,PERS03378
PERS00195,PERS04225
PERS00195,PERS04301
PERS00195,PERS02191
PERS00195,PERS04755
PERS00195,PERS00284
PERS00195,PERS01580
PERS00195,PERS02131
PERS00195,PERS01342
PERS00195,PERS00654
PERS00196,PERS02186
PERS00196,PERS04461
PERS00196,PERS00392
PERS00196,PERS02351
PERS00196,PERS04835
PERS00197,PERS02338
PERS00198,PERS04859
PERS00198,PERS03050
PERS00198,PERS03564
PERS00199,PERS03063
PERS00199,PERS03216
PERS00199,PERS04957
PERS00199,PERS01980
PERS00200,PERS02191
PERS00200,PERS01745
PERS00200,PERS02666
PERS00200,PERS04648
PERS00200,PERS00505
PERS00200,PERS04142
PERS00201,PERS04267
PERS00201,PERS01758
PERS00201,PERS03483
PERS00201,PERS04629
PERS00201,PERS00182
PERS00201,PERS01909
PERS00201,PERS00462
PERS00201,PERS04584
PERS00201,PERS04794
PERS00202,PERS03079
PERS00202,PERS01379
PERS00202,PERS04091
PERS00202,PERS03907
PERS00202,PERS01170
PERS00202,PERS04489
PERS00202,PERS04836
PERS00202,PERS04202
PERS00202,PERS03771
PERS00202,PERS03334
PERS00203,PERS04300
PERS00203,PERS04078
PERS00203,PERS01872
PERS00203,PERS03205
PERS00204,PERS01929
PERS00204,PERS01727
PERS00204,PERS01570
PERS00204,PERS01782
PERS00204,PERS03258
PERS00205,PERS03831
PERS00205,PERS03456
PERS00206,PERS00250
PERS00206,PERS04347
PERS00206,PERS02256
PERS00207,PERS00899
PERS00208,PERS04469
PERS00208,PERS00850
PERS00208,PERS02423
PERS00208,PERS01028
PERS00208,PERS03397
PERS00208,PERS02774
PERS00208,PERS03987
PERS00208,PERS01291
PERS00208,PERS02706
PERS00209,PERS01755
PERS00209,PERS02966
PERS00209,PERS03132
PERS00209,PERS02558
PERS00209,PERS00194
PERS00209,PERS04916
PERS00209,PERS04460
PERS00209,PERS02825
PERS00209,PERS02100
PERS00210,PERS03746
PERS00210,PERS02405
PERS00210,PERS01092
PERS00210,PERS02948
PERS00210,PERS04329
PERS00210,PERS02041
PERS00210,PERS03731
PERS00210,PERS00246
PERS00210,PERS02326
PERS00210,PERS01984
PERS00211,PERS04544
PERS00211,PERS00857
PERS00212,PERS02894
PERS00213,PERS02613
PERS00213,PERS02048
PERS00213,PERS04428
PERS00213,PERS03600
PERS00213,PERS02861
PERS00213,PERS00697
PERS00213,PERS01626
PERS00213,PERS03798
PERS00213,PERS02508
PERS00214,PERS00972
PERS00214,PERS01276
PERS00214,PERS01831
PERS00214,PERS00554
PERS00214,PERS00845
PERS00214,PERS04597
PERS00215,PERS01802
PERS00215,PERS03900
PERS00215,PERS03685
PERS00215,PERS04586
PERS00216,PERS02538
PERS00216,PERS02596
PERS00216,PERS01406
PERS00216,PERS01745
PERS00216,PERS02034
PERS00216,PERS02271
PERS00216,PERS01438
PERS00216,PERS01776
PERS00216,PERS00642
PERS00217,PERS01482
PERS00217,PERS00025
PERS00217,PERS03724
PERS00217,PERS04544
PERS00217,PERS01242
PERS00218,PERS04889
PERS00218,PERS01507
PERS00218,PERS01574
PERS00218,PERS03150
PERS00218,PERS01216
PERS00218,PERS02237
PERS00218,PERS04187
PERS00218,PERS00099
PERS00218,PERS00892
PERS00219,PERS04278
PERS00219,PERS01856
PERS00219,PERS02027
PERS00219,PERS03864
PERS00219,PERS03120
PERS00219,PERS03036
PERS00220,PERS04618
